1    400673    [5, 1718067053]    [2, 2]
2    951473    [5, 1718177213]    [2, 2]
3    7179473    [5, 1719422813]    [2, 2]
4    9732593    [5, 1719933437]    [2, 2]
5    29201393    [5, 1723827197]    [2, 2]
6    38336753    [5, 1725654269]    [2, 2]
7    84061073    [5, 1734799133]    [2, 2]
8    92763713    [5, 1736539661]    [2, 2]
9    99261353    [5, 1737839189]    [2, 2]
10    107910593    [5, 1739569037]    [2, 2]
11    126544313    [5, 1743295781]    [2, 2]
12    186250673    [5, 1755237053]    [2, 2]
13    242439113    [5, 1766474741]    [2, 2]
14    245690273    [5, 1767124973]    [2, 2]
15    373686593    [5, 1792724237]    [2, 2]
16    495794273    [5, 1817145773]    [2, 2]
17    544922273    [5, 1826971373]    [2, 2]
18    645155273    [5, 1847017973]    [2, 2]
19    777666113    [5, 1873520141]    [2, 2]
20    788166353    [5, 1875620189]    [2, 2]
21    818399873    [5, 1881666893]    [2, 2]
22    1076883713    [5, 1933363661]    [2, 2]
23    1264022753    [5, 1970791469]    [2, 2]
24    1373339513    [5, 1992654821]    [2, 2]
25    4745    [7, 1227134191]    [0, 1]
26    8958305    [7, 1228413271]    [0, 1]
27    17989481    [7, 1229703439]    [0, 1]
28    102176129    [7, 1241730103]    [0, 1]
29    106310945    [7, 1242320791]    [0, 1]
30    135265409    [7, 1246457143]    [0, 1]
31    163053785    [7, 1250426911]    [0, 1]
32    338925089    [7, 1275551383]    [0, 1]
33    607072745    [7, 1313858191]    [0, 1]
34    718306049    [7, 1329748663]    [0, 1]
35    829165385    [7, 1345585711]    [0, 1]
36    1038678689    [7, 1375516183]    [0, 1]
37    1310245985    [7, 1414311511]    [0, 1]
38    537089    [11, 780951971]    [1, 0]
39    2412809    [11, 781122491]    [1, 0]
40    3318329    [11, 781204811]    [1, 0]
41    18536609    [11, 782588291]    [1, 0]
42    99083009    [11, 789910691]    [1, 0]
43    167605529    [11, 796140011]    [1, 0]
44    233061689    [11, 802090571]    [1, 0]
45    254341409    [11, 804025091]    [1, 0]
46    280952609    [11, 806444291]    [1, 0]
47    564454289    [11, 832217171]    [1, 0]
48    664246289    [11, 841289171]    [1, 0]
49    722587649    [11, 846592931]    [1, 0]
50    875324849    [11, 860478131]    [1, 0]
51    10945865    [13, 661606189]    [2, 0]
52    56121905    [13, 665081269]    [2, 0]
53    195482945    [13, 675801349]    [2, 0]
54    301572929    [13, 683962117]    [2, 0]
55    982161929    [13, 736315117]    [2, 0]
56    1248299489    [13, 756787237]    [2, 0]
57    3014081    [17, 505467569]    [3, 4]
58    10770977    [17, 505923857]    [3, 4]
59    450000929    [17, 531760913]    [3, 4]
60    624308321    [17, 542014289]    [3, 4]
61    646718945    [17, 543332561]    [3, 4]
62    884455649    [17, 557317073]    [3, 4]
63    2063369    [19, 452210419]    [1, 1]
64    2606465    [19, 452239003]    [1, 1]
65    12817217    [19, 452776411]    [1, 1]
66    32371409    [19, 453805579]    [1, 1]
67    60691745    [19, 455296123]    [1, 1]
68    88888961    [19, 456780187]    [1, 1]
69    128035649    [19, 458840539]    [1, 1]
70    231188321    [19, 464269627]    [1, 1]
71    241493465    [19, 464812003]    [1, 1]
72    463253105    [19, 476483563]    [1, 1]
73    546937769    [19, 480888019]    [1, 1]
74    640686809    [19, 485822179]    [1, 1]
75    664866209    [19, 487094779]    [1, 1]
76    667700705    [19, 487243963]    [1, 1]
77    687350657    [19, 488278171]    [1, 1]
78    1162927649    [19, 513308539]    [1, 1]
79    1263366209    [19, 518594779]    [1, 1]
80    53205761    [23, 375788711]    [0, 0]
81    97919969    [23, 377732807]    [0, 0]
82    539706545    [23, 396940919]    [0, 0]
83    1505    [29, 296204693]    [2, 2]
84    1258481    [29, 296248037]    [2, 2]
85    8439809    [29, 296495669]    [2, 2]
86    27538049    [29, 297154229]    [2, 2]
87    107794505    [29, 299921693]    [2, 2]
88    260536577    [29, 305188661]    [2, 2]
89    304053281    [29, 306689237]    [2, 2]
90    317266145    [29, 307144853]    [2, 2]
91    1085078729    [29, 333621149]    [2, 2]
92    1113068369    [29, 334586309]    [2, 2]
93    22751729    [31, 277828591]    [0, 1]
94    84023849    [31, 279805111]    [0, 1]
95    87461129    [31, 279915991]    [0, 1]
96    563022209    [31, 295256671]    [0, 1]
97    782963489    [31, 302351551]    [0, 1]
98    994043729    [31, 309160591]    [0, 1]
99    997741409    [31, 309279871]    [0, 1]
100    7042529    [37, 232350733]    [2, 1]
101    49706489    [37, 233503813]    [2, 1]
102    803365409    [37, 253872973]    [2, 1]
103    20549249    [41, 210011801]    [2, 3]
104    35183729    [43, 200584147]    [1, 1]
105    297198209    [43, 206677507]    [1, 1]
106    309204497    [43, 206956723]    [1, 1]
107    912899729    [43, 220996147]    [1, 1]
108    1056202481    [47, 205236959]    [0, 0]
109    956185265    [53, 180115469]    [2, 2]
110    863009    [59, 145606739]    [1, 0]
111    367216409    [61, 146838541]    [2, 1]
112    434187089    [61, 147936421]    [2, 1]
113    714488537    [67, 138871987]    [1, 1]
114    1387923761    [67, 148923259]    [1, 1]
115    72601529    [71, 122007551]    [0, 0]
116    129438449    [71, 122808071]    [0, 0]
117    479883089    [71, 127743911]    [0, 0]
118    540715889    [71, 128600711]    [0, 0]
119    1074964961    [89, 108594377]    [0, 3]
120    40788209    [101, 85452701]    [2, 2]
121    7682129    [103, 83472007]    [0, 1]
122    9146585    [109, 78890653]    [2, 0]
123    19145    [127, 67637431]    [0, 1]
124    132835745    [127, 68683231]    [0, 1]
125    523412561    [127, 71758639]    [0, 1]
126    51853889    [131, 65967851]    [1, 0]
127    289907345    [223, 39819919]    [0, 1]
128    575854769    [241, 38032321]    [3, 3]
129    69516209    [313, 27665977]    [2, 0]
130    321158369    [331, 26921731]    [1, 1]
131    72975665    [379, 22857283]    [1, 1]
132    217956809    [379, 23239819]    [1, 1]
133    22437569    [421, 20456941]    [2, 0]
134    31789289    [461, 18702221]    [2, 2]
135    229652465    [569, 15500153]    [2, 3]
136    761795489    [571, 16377811]    [1, 1]
137    1530787    [619, 2473]    [1, 1]
138    532698929    [661, 13801261]    [2, 1]
139    1373653    [829, 1657]    [2, 0]
140    3116107    [883, 3529]    [1, 1]
141    5173601    [929, 5569]    [4, 5]
142    1987021    [997, 1993]    [2, 1]
143    2284453    [1069, 2137]    [2, 1]
144    6787327    [1303, 5209]    [0, 1]
145    16879501    [1453, 11617]    [2, 0]
146    16070429    [1637, 9817]    [2, 2]
147    11541307    [1699, 6793]    [1, 1]
148    54029741    [1733, 31177]    [2, 2]
149    15978007    [1999, 7993]    [0, 1]
150    102690677    [2069, 49633]    [2, 2]
151    25326001    [2251, 11251]    [1, 1]
152    28527049    [2389, 11941]    [2, 1]
153    13694761    [2617, 5233]    [2, 2]
154    27664033    [3037, 9109]    [2, 1]
155    61832377    [3517, 17581]    [2, 1]
156    247318957    [3517, 70321]    [2, 1]
157    27509653    [3709, 7417]    [2, 1]
158    223625851    [3739, 59809]    [1, 1]
159    193949641    [3863, 50207]    [0, 0]
160    275619961    [4027, 68443]    [1, 1]
161    489994201    [4111, 119191]    [0, 1]
162    80375707    [4483, 17929]    [1, 1]
163    105919633    [4603, 23011]    [1, 1]
164    66096253    [5749, 11497]    [2, 0]
165    846961321    [5821, 145501]    [2, 0]
166    218642029    [6037, 36217]    [2, 1]
167    74927161    [6121, 12241]    [1, 2]
168    154287451    [6211, 24841]    [1, 1]
169    871157233    [7159, 121687]    [0, 1]
170    572228929    [7213, 79333]    [2, 1]
171    106485121    [7297, 14593]    [6, 6]
172    161304001    [7333, 21997]    [2, 0]
173    117987841    [7681, 15361]    [8, 7]
174    259765747    [8059, 32233]    [1, 1]
175    390612221    [8069, 48409]    [2, 2]
176    206304961    [8293, 24877]    [2, 1]
177    143168581    [8461, 16921]    [2, 1]
178    581618143    [8527, 68209]    [0, 1]
179    314184487    [8863, 35449]    [0, 1]
180    252853921    [9181, 27541]    [2, 1]
181    927106561    [9181, 100981]    [2, 1]
182    540654409    [10399, 51991]    [0, 1]
183    717653129    [10937, 65617]    [0, 3]
184    745745461    [11149, 66889]    [2, 0]
185    960946321    [11717, 82013]    [2, 2]
186    787085857    [12547, 62731]    [1, 1]
187    326695141    [12781, 25561]    [2, 1]
188    682528687    [13063, 52249]    [0, 1]
189    1028494429    [13093, 78553]    [2, 1]
190    981484561    [14011, 70051]    [1, 1]
191    393611653    [14029, 28057]    [2, 1]
192    1481626513    [14549, 101837]    [2, 2]
193    1463178817    [17107, 85531]    [1, 1]
194    1521221473    [17443, 87211]    [1, 1]
195    1538012449    [17539, 87691]    [1, 1]
196    1236313501    [17581, 70321]    [2, 1]
197    3837449    [18541, 463501]    [2, 1]
198    1518290707    [19483, 77929]    [1, 1]
199    1909566073    [19543, 97711]    [0, 1]
200    1921309633    [19603, 98011]    [1, 1]
